"","varname","label"
"1159","i_n3","Subj:Concern about being able to provide yourself and your family with food/basi"
"1160","n_n4","Subj:Concern about being able to provide yourself and your family with food/basi"
"1161","i_n4","Subj: How satisfied are you with your current financial situation?"
"1162","n_n5","Subj: How satisfied are you with your current financial situation?"
"1163","i_n5","Subj:Would you consider the current level of food consumption of your family as:"
"1164","n_n6","Subj:Would you consider the current level of food consumption of your family as:"
"1165","i_n6","Subj:Would you consider the current level of food consumption of your family as:"
"1166","n_n7","Subj:Would you consider the current level of expenditures of your family for foo"
"1167","i_n7","Subj:Would you consider the current level of expenditures of your family for foo"
"1168","n_n10","Subj:Would you consider the current level of expenditures of your family for foo"
"1169","i_n10","Subj:Concern about being able to provide yourself and your family with food/basi"
"1170","n_n11","Subj:Concern about being able to provide yourself and your family with food/basi"
"1171","i_n11","Subj: How satisfied are you with your current financial situation?"
"1172","n_n12","Subj: How satisfied are you with your current financial situation?"
"1173","i_n12","Subj:Would you consider the current level of food consumption of your family as:"
"1174","n_n14","Subj:Would you consider the current level of food consumption of your family as:"
"1175","i_n14","Subj:Would you consider the current level of food consumption of your family as:"
"1176","n_n15","Subj:Would you consider the current level of expenditures of your family for foo"
"1177","i_n15","Subj:Would you consider the current level of expenditures of your family for foo"
"1178","n_n16","Subj:Would you consider the current level of expenditures of your family for foo"
"1179","i_n16","Subj:Concern about being able to provide yourself and your family with food/basi"
"1180","n_n17","Subj:Concern about being able to provide yourself and your family with food/basi"
"1181","i_n17","Subj: How satisfied are you with your current financial situation?"
"1182","n_n18","Subj: How satisfied are you with your current financial situation?"
"1183","i_n18","Subj:Would you consider the current level of food consumption of your family as:"
"1184","n_n19","Subj:Would you consider the current level of food consumption of your family as:"
"1185","i_n19","Subj:Would you consider the current level of food consumption of your family as:"
"1186","n_n20","Subj:Would you consider the current level of expenditures of your family for foo"
"1187","i_n20","Subj:Would you consider the current level of expenditures of your family for foo"
"1188","n_n21","Subj:Would you consider the current level of expenditures of your family for foo"
"1189","i_n21","Subj:Concern about being able to provide yourself and your family with food/basi"
"1190","n_n22","Subj:Concern about being able to provide yourself and your family with food/basi"
"1191","i_n22","Subj: How satisfied are you with your current financial situation?"
"1192","n_n23","Subj: How satisfied are you with your current financial situation?"
"1193","i_n23","Subj:Would you consider the current level of food consumption of your family as:"
"1194","n_n24","Subj:Would you consider the current level of food consumption of your family as:"
"1195","i_n24","Subj:Would you consider the current level of food consumption of your family as:"
"1196","n_n25","Subj:Would you consider the current level of expenditures of your family for foo"
"1197","i_n25","Subj:Would you consider the current level of expenditures of your family for foo"
"1198","n_n26","Subj:Would you consider the current level of expenditures of your family for foo"
"1199","i_n26","Subj:Concern about being able to provide yourself and your family with food/basi"
"1200","n_n27","Subj:Concern about being able to provide yourself and your family with food/basi"
"1201","i_n27","Subj: How satisfied are you with your current financial situation?"
"1202","n_n29","Subj: How satisfied are you with your current financial situation?"
"1203","i_n29","Subj:Would you consider the current level of food consumption of your family as:"
"1204","n_n30","Subj:Would you consider the current level of food consumption of your family as:"
"1205","i_n30","Subj:Would you consider the current level of food consumption of your family as:"
"1206","n_n31","Subj:Would you consider the current level of expenditures of your family for foo"
"1207","i_n31","Subj:Would you consider the current level of expenditures of your family for foo"
"1208","n_n32","Subj:Would you consider the current level of expenditures of your family for foo"
